quarter,cc,index
200906,AZE,93.2
200906,BDI,91.98893639
200906,BEL,89.9
200906,BEN,96.8653565
200906,BFA,100.0498753
200906,BGD,90.13889537
200906,BGR,97.78262237
200906,BHR,97.82438875
200906,BHS,98.56617769
200906,BIH,97.22268674
200906,BLR,92.92576161
200906,BOL,97.13609807
200906,BRA,68.8
200906,BRB,93.10947884
200906,BRN,99.76858563
200906,BWA,93.67927454
200906,CAF,98.86777606
200906,CAN,90.9
200906,CHE,101.6
200906,CHL,83.3
200906,CHN,96.09226428
200906,CIV,98.80655705
200906,CMR,99.24672616
200906,COG,99.09219024
200906,COL,83.4
200906,COM,98.25346861
200906,CPV,97.10825132
200906,CRI,93.94456884
200906,CUW,96.91668489
200906,CYP,98.12084204
200906,CZE,92
200906,DEU,92.3592
200906,DJI,94.90616622
200906,DMA,96.61975486
200906,DNK,91.6
200906,DOM,94.33336414
200906,DZA,94.14225941
200906,ECU,96.69746932
200906,EGY,88.42383328
200906,ESP,92.7
200906,EST,86.5
200906,ETH,92.11163427
200906,FIN,91.1
200906,FJI,95.71537873
200906,FRA,93.5
200906,GAB,98.33189976
200906,GBR,88.1
200906,GEO,93.8497
200906,GHA,91.28723232
200906,GIN,85.87137827
200906,GMB,94.77092873
200906,GNB,98.79282729
200906,GNQ,92.69581123
200906,GRC,95
200906,GRD,96.01544899
200906,GTM,95.90099858
200906,GUY,95.75233087
200906,HKG,97.45438162
200906,HND,95.36062968
200906,HRV,99.64209019
200906,HTI,94.27504719
200906,HUN,85.9
200906,IDN,71.3
200906,IND,58.5
200906,IRL,96.3
200906,IRN,91.4375491
200906,IRQ,96.45503705
200906,ISL,80.5
200906,ISR,91.3
200906,ITA,91.7
200906,JAM,88.39539607
200906,JOR,94.18708527
200906,JPN,97.3
200906,KAZ,45.1
200906,KEN,96.03383691
200906,KGZ,93.36139437
200906,KHM,96.61813666
200906,KIR,105.8930816
200906,KNA,98.26527559
200906,KOR,88.3272
200906,KWT,96.0157489
200906,LAO,94.33707027
200906,LBN,95.45566859
200906,LBR,96.35132525
200906,LBY,95.20964912
200906,LCA,96.73602676
200906,LKA,94.62188821
200906,LSO,96.5911286
200906,LTU,91.9
200906,LUX,89.8
200906,LVA,94.6
200906,MAC,97.51379912
200906,MAR,97.39451234
200906,MDA,92.79003037
200906,MDG,89.95445344
200906,MDV,94.13417024
200906,MEX,80.1
200906,MKD,98.49721651
200906,MLI,98.75447158
200906,MLT,98.50883523
200906,MMR,92.1362746
200906,MNE,99.45205479
200906,MNG,91.83258838
200906,MOZ,87.45655495
200906,MRT,93.16128009
200906,MSR,107.62
200906,MUS,97.40070701
200906,MWI,89.43536645
200906,MYS,98.15431233
200906,NAM,95.77787452
200906,NCL,89.67
200906,NER,100.3041013
200906,NGA,87.49139316
200906,NIC,94.74253201
200906,NLD,90.8
200906,NOR,90.4
200906,NPL,90.36492422
200906,OMN,96.23546598
200906,PAK,87.54028771
200906,PAN,96.68544478
200906,PER,98.3855214
200906,PHL,96.30552096
200906,POL,90.7611
200906,PRT,92.5
200906,PRI,108.374
200906,PRY,95.14950166
200906,PSE,95.71740728
